Part_ID,Date,Shift,Machine,Operator,Supplier,True_Diameter_mm,Diameter_mm,True_Length_mm,Length_mm,Temperature_C,Cycle_Time_sec,Defect_Type,Inspection_Result
P04141,2026-02-06,B,M3,O3,Supplier B,20.21597231175796,20.225079029940044,50.126880426230116,50.1206727389286,22.28415762122845,45.21173190855083,None,Pass
P04142,2026-03-01,A,M4,O1,Supplier B,19.960732201222672,19.961211512257414,50.140921801700465,50.12130809671563,22.0646627821011,44.99206715307073,None,Pass
P04143,2026-01-17,B,M1,O3,Supplier A,19.99133338838224,19.997707304910556,49.92345352397999,49.929194392555424,21.16319555175692,42.9083354962116,None,Pass
P04144,2026-02-09,C,M2,O1,Supplier C,19.96670634976572,19.962790255050876,49.96865150087917,49.973648250238675,22.946310528908473,42.05172091739022,None,Pass
P04145,2026-02-21,B,M1,O3,Supplier A,20.033996277600263,20.038216623029093,50.108360137509,50.10415292447039,22.721296974990718,43.53838498476552,None,Pass
P04146,2026-02-09,C,M2,O3,Supplier C,20.011336701532176,20.013804789343286,49.99537447725761,50.00247445224495,24.567873139657326,46.03893477944136,None,Pass
P04147,2026-02-26,B,M2,O1,Supplier A,19.980978469250957,19.96502471596322,50.11210154090757,50.11080866635623,19.672232843855173,42.33649407513099,None,Pass
P04148,2026-01-29,C,M4,O1,Supplier A,20.001132161790814,19.989142315797626,50.11641719147323,50.11492558469311,19.57598293206484,45.73315886833414,None,Pass
P04149,2026-02-21,B,M4,O3,Supplier A,19.979500927765155,19.97714360037572,49.79592550940954,49.78320744030471,21.105994228255174,44.470007220969,None,Pass
P04150,2026-01-28,C,M2,O2,Supplier B,19.97195340681154,19.972363482765747,50.05735176427276,50.06648316309604,20.601582284079765,44.26666548925782,None,Pass
P04151,2026-01-08,A,M2,O1,Supplier A,20.034565553955282,20.024975143720297,50.04179470430904,50.04612746472785,22.714483835819276,42.24593314064807,None,Pass
P04152,2026-01-24,B,M3,O1,Supplier A,20.22884971891505,20.241022174184767,50.04574754153895,50.036582483812175,20.676279745713636,43.8224762971351,None,Pass
P04153,2026-01-13,C,M4,O2,Supplier C,20.013235553188,20.021772633448204,50.03535549390789,50.05172068336825,23.98282517955904,43.864869351859475,None,Pass
P04154,2026-02-17,A,M4,O2,Supplier C,19.991971735141856,20.00758728548559,50.03314681342557,50.045366925303185,22.509903222925967,44.25712610908915,None,Pass
P04155,2026-01-29,B,M1,O3,Supplier B,19.972004730574827,19.954948612867984,50.2107326504418,50.22824600185635,19.96039537979631,39.02058763603216,None,Pass
P04156,2026-02-18,C,M1,O2,Supplier A,19.983929518117584,20.003824802336734,50.043261156622904,50.04652666757096,21.324755965422565,41.271308567916016,None,Pass
P04157,2026-02-18,C,M3,O2,Supplier A,20.133538473953795,20.130801379206343,49.9409809580632,49.95398301444415,22.475052250841713,45.845337521339914,None,Pass
P04158,2026-02-05,C,M2,O1,Supplier B,19.98441086187618,19.993159821883864,49.94797720142446,49.95111009612384,22.45519983752842,44.39150322380123,None,Pass
P04159,2026-03-01,C,M1,O3,Supplier B,19.954278663523866,19.950585420908787,49.965569249783435,49.961703285095396,19.631465254699368,40.26478741671298,None,Pass
P04160,2026-01-31,C,M1,O3,Supplier C,20.009373833896685,20.00131183831506,50.14791479848806,50.13372460003643,21.071641805706484,40.35409124158102,None,Pass
P04161,2026-02-15,B,M2,O2,Supplier B,19.961212825400377,19.971931515623933,49.86999351995387,49.870887651980794,24.642159564435595,45.02753973013924,None,Pass
P04162,2026-02-12,B,M2,O3,Supplier B,19.961670393462185,19.95179301916712,50.1782709859363,50.18756113148081,23.980624704896425,44.91978919578571,None,Pass
P04163,2026-02-16,C,M3,O1,Supplier B,20.246119638324558,20.240290940589116,50.020883804647696,50.023264809390724,23.614371787639683,45.95973807828905,None,Pass
P04164,2026-02-03,C,M1,O2,Supplier C,19.97783442723004,19.971714442349626,49.74003455816661,49.75024428272891,22.73985961647883,42.36046416378167,None,Pass
P04165,2026-01-30,A,M3,O3,Supplier C,20.236207467550297,20.256593937423084,50.154996507010125,50.16093733231293,20.533097156633726,42.97261771985566,None,Pass
P04166,2026-02-23,B,M3,O3,Supplier A,20.203644528238364,20.197217534159673,50.09465898807877,50.10053026812668,21.681249935973668,44.116946925708056,None,Pass
P04167,2026-02-28,B,M2,O1,Supplier B,20.00905977178382,20.010312364786557,49.95517146603104,49.94677913636021,18.111164937107528,41.64208312110276,None,Pass
P04168,2026-01-08,C,M1,O1,Supplier C,19.966358357481685,19.96463086326779,50.02227611747707,50.02500527303378,22.476179380440858,44.11136851565087,None,Pass
P04169,2026-03-04,B,M3,O3,Supplier C,20.161511922019475,20.167245645624888,50.10899815250882,50.10359738717375,20.292115638744548,42.53334228622227,None,Pass
P04170,2026-02-28,C,M3,O2,Supplier C,20.229190170127755,20.231704702771953,50.13941219779403,50.14375745510579,21.824224329430624,43.64916909675014,None,Pass
P04171,2026-02-09,C,M2,O1,Supplier A,19.947482966938026,19.946372749788775,49.981858889791496,49.97499232657348,24.316459056859678,45.79346623008139,Surface finish,Fail
P04172,2026-02-05,A,M2,O3,Supplier B,20.02386876348539,20.041386700275865,50.16130815270022,50.1730192240964,21.290891087531083,44.96260367275728,None,Pass
P04173,2026-02-01,B,M3,O2,Supplier C,20.18599288327859,20.191448051787347,49.977607220894036,49.97971604958866,20.091461372836633,44.557004485611124,None,Pass
P04174,2026-02-04,B,M2,O2,Supplier A,20.021785265217215,20.023095019282117,50.143108032671535,50.146173983362914,20.754003845172033,42.92229152010952,None,Pass
P04175,2026-01-15,A,M2,O2,Supplier C,19.958867301891782,19.95777594278715,49.80902128866288,49.81625580709139,24.011314491976098,44.094489315511794,None,Pass
P04176,2026-01-28,B,M2,O3,Supplier B,19.929565745683263,19.932350449728112,50.18295695346192,50.18283082449779,20.528764338321952,44.18651843256509,None,Pass
P04177,2026-03-02,B,M2,O2,Supplier C,20.001295817011158,20.004096472169785,49.78986139248563,49.78676498292287,20.364720198352188,42.20243848070053,None,Pass
P04178,2026-02-05,C,M3,O2,Supplier C,20.22835931568662,20.2301323103394,49.90480339981255,49.91836349554402,21.622473379466737,43.37264499931466,Surface finish,Fail
P04179,2026-01-26,B,M2,O2,Supplier A,19.986095459933548,19.992212139451873,50.12267311892995,50.11204652917024,20.3817301068831,42.99177780529589,None,Pass
P04180,2026-01-18,A,M2,O3,Supplier A,19.984965442243467,19.97956151542464,50.011825193677645,50.01662524409421,25.43377961507099,43.862086359969545,None,Pass
P04181,2026-02-20,B,M3,O2,Supplier B,20.13865575262165,20.14442887392695,50.084993279045584,50.09964801315801,21.366718749452495,44.775481948497585,None,Pass
P04182,2026-02-03,C,M2,O1,Supplier C,20.052304103126033,20.04114434986907,49.857223636445944,49.84753093579344,22.89409262833548,42.661431055653324,None,Pass
P04183,2026-02-08,B,M1,O3,Supplier C,19.9732160089806,19.982856889180795,49.89897089393035,49.893564293174634,23.162659213832118,44.54394612384492,None,Pass
P04184,2026-01-28,A,M4,O1,Supplier C,19.999825574964607,19.985279876287667,49.96498016776241,49.9511962549741,21.3028409734933,41.87310704825219,None,Pass
P04185,2026-01-07,C,M1,O2,Supplier A,19.970629835351716,19.97165273305381,49.81298886135332,49.81264345924861,23.45861660796657,43.49286260068584,None,Pass
P04186,2026-01-22,A,M3,O2,Supplier C,20.207241904252193,20.22746736897131,50.13587680628891,50.13044399059106,21.358080946255505,45.31690959010882,None,Pass
P04187,2026-02-09,A,M2,O2,Supplier C,19.97667874434677,19.97764491292035,49.991685580248514,50.01183807032538,24.32076238846866,44.145955852223445,None,Pass
P04188,2026-01-17,B,M1,O3,Supplier A,19.97250296199553,19.968857290108637,49.863387916004605,49.855514047780694,24.37918669456421,41.046850872327305,None,Pass
P04189,2026-02-04,C,M1,O1,Supplier C,19.989945592125448,19.98389549848348,49.99273929515026,49.99325885518454,22.190112014267253,41.94570488038828,None,Pass
P04190,2026-02-25,C,M4,O1,Supplier B,20.023859846993037,20.026133656539788,49.998903709716416,50.00956870410162,20.229487960885653,43.28342709058899,None,Pass
P04191,2026-01-16,A,M2,O3,Supplier B,20.04624397568257,20.034403721334986,50.058658149724174,50.04085826237864,24.12526040999132,45.70396901755278,None,Pass
P04192,2026-02-25,C,M2,O1,Supplier A,19.993472676896108,19.99254533361773,49.98527690763498,49.98901512029011,22.04128991811908,44.6343921858596,None,Pass
P04193,2026-01-13,C,M3,O2,Supplier B,20.229782646125734,20.223440886354297,49.90772043530927,49.906853784344165,22.521977307390543,46.62265130428798,None,Pass
P04194,2026-02-03,C,M1,O3,Supplier A,19.96293400483471,19.976997340520292,49.97395237478307,49.97712230849868,20.480737918760713,41.72701707501255,None,Pass
P04195,2026-02-12,C,M3,O3,Supplier C,20.297423615598195,20.29443824503812,50.25196311685642,50.25082327778767,25.327044335770484,47.094216701537206,None,Pass
P04196,2026-01-18,C,M2,O2,Supplier A,19.960125338702337,19.943078357609355,50.040892794179406,50.0406620261817,22.312949140645667,41.51667477933309,None,Pass
P04197,2026-01-18,A,M3,O1,Supplier A,20.25844923684004,20.26719362858522,49.88350919620904,49.877885876547204,24.098933774815837,46.577738177474465,None,Pass
P04198,2026-02-01,A,M1,O2,Supplier A,19.96608873569248,19.980015410122594,50.120363288553904,50.12318375406502,20.390474027140893,39.63613871949604,Taper,Fail
P04199,2026-01-06,C,M4,O2,Supplier A,20.016181413483984,20.01624201497329,50.28004238049147,50.29531268072221,22.02786531967066,44.04707212814923,None,Pass
P04200,2026-03-01,B,M1,O1,Supplier C,19.972456166518555,19.95948577678735,50.063430156951945,50.05569157825152,21.603302345550766,43.80327716190509,None,Pass
P04201,2026-01-20,B,M3,O2,Supplier C,20.21742264389888,20.214386650861663,49.99284509658528,50.00002650044949,22.855987751379853,42.348972709425176,None,Pass
P04202,2026-02-20,C,M3,O3,Supplier A,20.20441817054283,20.197379354899297,49.822344909350456,49.82122638506573,20.61370853224075,43.84194141510057,None,Pass
P04203,2026-01-22,C,M2,O2,Supplier A,19.969704427213607,19.97934044168326,49.98846525126273,49.989482557485964,21.9867638299052,43.19684013302469,None,Pass
P04204,2026-02-22,C,M1,O3,Supplier A,19.971840389115798,19.978878120999322,49.85198776605556,49.85479158346782,20.395999351110394,39.50315092942401,None,Pass
P04205,2026-01-16,C,M2,O3,Supplier C,19.96684622606016,19.94941978327996,50.035257780506825,50.04109672100148,23.895616535766475,43.78830153969283,None,Pass
P04206,2026-02-16,A,M4,O3,Supplier B,20.06667819893814,20.065488943477558,49.749415910215454,49.7477929690035,23.241328553064776,44.12312385125278,None,Pass
P04207,2026-02-17,C,M4,O1,Supplier B,19.990289750393597,19.988185901854838,50.06901002921799,50.08098382859152,22.683426512952593,44.44646037391184,None,Pass
P04208,2026-02-17,C,M4,O1,Supplier C,19.968827148604703,19.954992355105823,49.787736675737634,49.7894127496903,22.237714874706743,42.881747593988955,Surface finish,Fail
P04209,2026-01-08,A,M1,O3,Supplier A,19.974297834683085,19.982151805018493,50.01042699043734,50.01814228417395,21.509941420277357,40.87544409994848,None,Pass
P04210,2026-01-13,A,M3,O2,Supplier C,20.22583141009696,20.214738931974487,50.18711416608106,50.19886634520831,23.28206711798537,46.03568026898044,None,Pass
P04211,2026-02-26,C,M1,O3,Supplier A,19.932346121625812,19.928240845930784,49.88780105112474,49.90567346417653,21.027410194003856,39.35161621260087,None,Pass
P04212,2026-01-25,B,M3,O2,Supplier B,20.180345345920177,20.192600170357323,49.92049508093783,49.933128127899444,21.020441349758713,43.66096344066226,None,Pass
P04213,2026-02-22,A,M2,O1,Supplier A,19.98823245725472,19.982427363264236,50.04391169159322,50.05437778351639,20.232399687166858,45.9010626878927,None,Pass
P04214,2026-02-23,A,M3,O3,Supplier A,20.2434472311163,20.23588438413822,49.934610090215415,49.94172751480738,21.89238756413424,45.13140181270955,None,Pass
P04215,2026-02-15,A,M3,O3,Supplier B,20.26056877054168,20.26421748041312,50.142986430764914,50.142305500065035,23.82974623547887,46.89952590232059,None,Pass
P04216,2026-01-15,A,M4,O3,Supplier B,20.012759743768854,20.004029224127482,49.966651189882135,49.9553126519915,24.30735892307649,44.5926879178337,None,Pass
P04217,2026-01-25,C,M2,O1,Supplier B,19.97628261233112,19.97923529844872,50.11630431720935,50.11775472025552,19.536814092324573,42.27379459365976,None,Pass
P04218,2026-01-09,B,M2,O3,Supplier B,19.979594547975296,19.97013253354475,50.0573939421043,50.048203616626395,25.27816328513911,43.97645781416599,None,Pass
P04219,2026-01-05,C,M3,O3,Supplier C,20.24624534711628,20.256479010053216,50.00605331220091,50.008102224978245,22.618681143984116,44.47681015853404,None,Pass
P04220,2026-02-24,A,M1,O2,Supplier A,20.003767618641707,20.017623938077772,50.01709165754811,50.023213175079746,22.118778678234037,41.353000877245414,None,Pass
P04221,2026-02-02,B,M1,O2,Supplier C,19.964686566315542,19.98727560682261,50.04269428801893,50.048363258249864,20.78015412251438,42.89513905488278,None,Pass
P04222,2026-02-20,A,M3,O1,Supplier A,20.21902354041213,20.2106635013073,49.95435874619267,49.9576185771068,19.940134335203187,45.09704368564186,None,Pass
P04223,2026-01-14,C,M4,O2,Supplier C,20.009407926918268,20.017141145223007,50.140862104985025,50.138242658052256,22.911568152558434,46.47406118601835,None,Pass
P04224,2026-01-14,C,M3,O3,Supplier C,20.204198160479,20.194844524036856,49.845911534730185,49.85453759110387,24.89839601174557,44.46765271629043,None,Pass
P04225,2026-02-07,B,M4,O1,Supplier B,20.0035693555838,20.010899706654563,50.1930702324129,50.179958818753754,22.073779048868346,45.387352612251384,None,Pass
P04226,2026-02-05,C,M1,O2,Supplier A,19.96074919328742,19.964975537976876,49.84607752664082,49.85997381925087,24.012333103521215,43.99348740292771,None,Pass
P04227,2026-01-29,A,M2,O1,Supplier B,20.070484921706292,20.077946437212947,50.1237441439909,50.12148410875298,19.710237167710996,42.16733056706974,None,Pass
P04228,2026-01-07,A,M3,O1,Supplier A,20.22174577499621,20.226455768543776,50.23317236761298,50.23467207603104,23.266759616598417,44.74869354469435,None,Pass
P04229,2026-01-20,C,M2,O1,Supplier B,20.059156349218966,20.053646191265983,50.20745911919532,50.21921548679524,22.38142929418464,43.20706334997499,None,Pass
P04230,2026-01-13,B,M1,O3,Supplier A,19.99446674496456,19.995432628096914,49.75416655241555,49.74644544034391,23.62674914432599,42.607642308593164,Taper,Fail
P04231,2026-01-14,C,M1,O1,Supplier A,19.985217075475255,19.980495021553022,50.005545057619756,49.988001226735214,23.554557608214086,43.45193834616641,None,Pass
P04232,2026-01-20,A,M4,O1,Supplier C,20.02011518450742,20.01588677071625,50.00325143157811,50.00330173177844,21.1611965539053,46.30161081419297,None,Pass
P04233,2026-02-13,C,M3,O3,Supplier C,20.260365596409272,20.261360685490054,50.19415864222764,50.189999877944075,25.817514857267543,42.32812743872099,None,Pass
P04234,2026-02-16,A,M2,O3,Supplier B,20.024158580011107,20.016491519242802,49.836009017575144,49.84619929466502,23.721595451310073,46.12620195701814,None,Pass
P04235,2026-02-22,A,M2,O1,Supplier C,19.99194868820753,19.98938223783231,49.99575048448926,49.98501057633825,19.463177403040902,43.53516645495987,None,Pass
P04236,2026-01-23,B,M1,O3,Supplier C,19.97757992579896,19.981448548246817,49.88691594957057,49.89504374114299,19.730654827903113,42.05066753873452,None,Pass
P04237,2026-02-06,C,M4,O2,Supplier C,19.979970909823855,19.97375331419907,50.025692320295136,50.03427745384914,23.40831008270424,44.39163415155078,None,Pass
P04238,2026-02-22,B,M1,O1,Supplier C,19.96985043567789,19.977904330355724,49.93462454811476,49.925378045468925,21.07604391981839,41.12438346263284,None,Pass
P04239,2026-02-03,B,M4,O1,Supplier A,20.005158836723986,19.983770703815125,50.02054500067077,50.026204685231924,19.95473060005454,41.371578537569725,None,Pass
P04240,2026-01-06,A,M1,O3,Supplier C,20.0071669025993,20.01108359513943,49.95585084187389,49.949381312012605,25.05771774468102,43.83702948593201,None,Pass
P04241,2026-02-03,A,M2,O3,Supplier C,20.020244730074648,20.016185835111763,49.82636034327185,49.82847922298402,18.981493245077118,42.41555210877122,None,Pass
P04242,2026-01-05,A,M2,O2,Supplier A,20.007390126758313,20.004994284467692,50.11801776855051,50.11894471432718,21.681139645538114,44.48565863302074,None,Pass
P04243,2026-01-28,C,M4,O3,Supplier A,20.021547112509477,20.019772177071605,49.758894741341315,49.76462455857644,20.372197503186324,43.120933647437376,None,Pass
P04244,2026-01-22,A,M1,O2,Supplier B,19.983077935022827,19.983344779332054,50.01798707310177,50.02750023450881,20.729283825218655,40.140034589577944,None,Pass
P04245,2026-02-28,A,M2,O1,Supplier C,19.99299925636064,19.99748597822109,49.962195980172154,49.95835738542786,21.284709193990157,45.20417133299029,None,Pass
P04246,2026-02-17,B,M2,O3,Supplier C,20.034135439406246,20.018813540744926,50.07940925362986,50.069466052442145,23.388264863973735,45.2365734894317,None,Pass
P04247,2026-02-13,B,M2,O1,Supplier B,20.054159378483153,20.042064841160222,50.260175599227004,50.25433853937846,23.99703866302132,43.28549136084501,None,Pass
P04248,2026-03-03,B,M1,O3,Supplier C,20.04527285770351,20.046536325882183,49.7790054790405,49.77395366451822,21.013488394744048,39.507271124459436,None,Pass
P04249,2026-03-02,A,M4,O1,Supplier A,19.999682066437245,19.986273405323214,49.924879402721764,49.91776407624729,21.342868250252003,43.88510725496814,None,Pass
P04250,2026-01-23,B,M2,O2,Supplier C,20.00191175765244,20.006394028373418,49.9734061850283,49.975351052152014,20.87575594099177,40.88322460922793,None,Pass
P04251,2026-02-07,C,M2,O1,Supplier C,19.972019825490133,19.971720609727615,49.909387334945166,49.91573098862109,21.69004026224478,42.12803806350317,None,Pass
P04252,2026-02-07,A,M2,O3,Supplier C,20.092842444710527,20.084593037328567,50.084326431533164,50.08601060497967,24.168884341707848,43.21738738815484,None,Pass
P04253,2026-01-06,C,M4,O1,Supplier A,20.044039924335724,20.030861280852033,49.996171335327034,49.99733696118868,24.2677129329496,44.601415332686074,None,Pass
P04254,2026-01-07,A,M2,O2,Supplier B,19.994097995759418,19.988319478304593,49.91146908904451,49.92642219108716,22.960035140634776,44.65514742285464,None,Pass
P04255,2026-01-25,C,M2,O1,Supplier A,20.03206660866647,20.018035862286386,49.87749026217897,49.86555460924456,20.689732395068646,44.17750805028668,Surface finish,Fail
P04256,2026-01-05,C,M2,O3,Supplier B,19.98106275636216,19.9874350208489,49.75268603047591,49.77219208713605,22.108017076131198,43.99520466739915,None,Pass
P04257,2026-02-15,A,M2,O2,Supplier C,19.997255660225996,20.00108032749034,50.07436727077997,50.08047119240012,22.163512325723644,44.82800379021798,None,Pass
P04258,2026-01-05,B,M1,O1,Supplier B,20.072130963951125,20.061011597239705,49.92357709709091,49.90678216600424,21.600536361405748,41.562070752327145,None,Pass
P04259,2026-01-18,B,M3,O1,Supplier C,20.234745437116125,20.218218473386678,50.22485052950544,50.22345836489908,23.672694783492133,44.69150234335747,None,Pass
P04260,2026-01-10,C,M1,O2,Supplier B,19.947135705090968,19.947549218709167,50.149124897760984,50.15784337887507,23.95784387531282,43.93052194270325,None,Pass
P04261,2026-02-03,B,M1,O3,Supplier A,20.032808828472856,20.029486244347908,49.96491305602062,49.95935597610677,23.48760583137011,42.75418412203392,None,Pass
P04262,2026-02-26,B,M1,O1,Supplier A,19.964682660608453,19.944512147013775,49.983933916349606,50.00052921463334,21.10289199100792,40.88380443349576,None,Pass
P04263,2026-01-08,A,M2,O2,Supplier C,20.001735480129128,20.00925931847082,49.894613950364786,49.88740564878852,22.797375432604557,43.623712666587046,None,Pass
P04264,2026-02-12,A,M4,O3,Supplier A,20.026764421977276,20.019683715319523,49.97908560859143,49.98277299905561,24.611593199928585,43.434436034723234,None,Pass
P04265,2026-02-06,B,M3,O3,Supplier A,20.18227308659072,20.175840028673502,49.944197715846414,49.94800175726949,22.68325132959828,45.873088204231195,None,Pass
P04266,2026-02-27,B,M4,O3,Supplier A,20.01781927501478,20.016863595119833,49.98985219854408,50.00023863165177,18.71255051922214,42.01311663718521,None,Pass
P04267,2026-02-09,C,M2,O3,Supplier C,20.019169033184877,20.02354552059732,50.09689297811889,50.10487530737407,24.75428982111099,44.2553708278129,None,Pass
P04268,2026-02-24,C,M4,O1,Supplier A,20.019913689114986,20.001535139499317,50.23353000614451,50.22752747679395,21.098868191685014,43.802745198433534,Surface finish,Fail
P04269,2026-02-15,B,M1,O1,Supplier B,19.961237211069513,19.94992062170933,49.91785057603766,49.90669470681159,26.429452642735885,44.39791109958116,None,Pass
P04270,2026-02-19,B,M3,O2,Supplier A,20.22007941039857,20.219354360612282,49.807033439920545,49.81940803178212,21.61441282322981,43.83181033087736,None,Pass
P04271,2026-02-03,C,M4,O3,Supplier C,20.053563051072167,20.041266406211452,49.961530740232085,49.95965953944159,22.510816245441085,41.96270053959732,None,Pass
P04272,2026-01-26,C,M3,O2,Supplier B,20.28117929321554,20.293623511224805,50.006849694309466,50.01828095934297,19.698985637331667,45.847884427366715,None,Pass
P04273,2026-02-04,C,M4,O1,Supplier A,19.987543794964807,19.987911601541306,50.06184978895541,50.05606495755164,21.284253109586952,44.54085756176647,Burr,Fail
P04274,2026-01-13,C,M2,O1,Supplier B,20.0075786611471,19.99936138021849,50.1297621895989,50.125686721062046,26.273188642793357,47.07205873869471,None,Pass
P04275,2026-02-16,B,M1,O2,Supplier A,19.9372811942246,19.939819566046587,49.82506653904086,49.84566473367301,21.14691173508799,42.97636691420476,None,Pass
P04276,2026-01-11,C,M4,O1,Supplier B,20.01693263329635,20.023722509264825,50.03327737724282,50.01948573066676,23.823658575679012,44.875051080586275,None,Pass
P04277,2026-03-01,B,M1,O3,Supplier A,19.984247459050184,19.97657555576299,50.225314056637046,50.21996736097661,22.329241932335915,42.304461991168864,None,Pass
P04278,2026-01-06,A,M4,O3,Supplier C,20.00519523234806,19.996559371195058,50.040848054315454,50.04611829812854,20.975555715748566,45.55664066004289,None,Pass
P04279,2026-01-11,B,M3,O3,Supplier B,20.24221506677463,20.246678930362275,49.864360997091424,49.85925755787076,23.346994730521526,45.66134283525073,Burr,Fail
P04280,2026-01-15,B,M4,O1,Supplier B,20.027890435256438,20.014872017410315,49.81253874342733,49.820768807231765,24.610250865910608,45.112645844183696,None,Pass
P04281,2026-01-16,B,M2,O1,Supplier C,20.040333879706115,20.03675078745199,49.97626097884762,49.94707049949129,22.278164294795967,43.251621476960494,None,Pass
P04282,2026-01-06,A,M4,O2,Supplier B,19.984611503706915,19.983535911929515,50.18559382319017,50.18061048797678,22.84646879366899,45.66664412271374,None,Pass
P04283,2026-03-05,C,M1,O3,Supplier A,20.01341895169451,20.00943778925626,49.98520883219742,49.98514422160032,20.977911225913964,43.09235877767535,None,Pass
P04284,2026-02-15,B,M2,O3,Supplier B,20.001979955484988,20.00103695658035,49.906763446045936,49.91353436122437,24.81876859547524,43.64480720914809,None,Pass
P04285,2026-01-23,B,M1,O1,Supplier C,19.922320133741188,19.90449414666126,49.85716435731074,49.85007655456848,22.38741805057189,40.93529284466446,None,Pass
P04286,2026-01-28,A,M4,O1,Supplier A,19.991684356153602,19.998565796091313,50.24246279451017,50.23973977841096,19.87263090856538,43.30018904372829,Taper,Fail
P04287,2026-01-18,B,M3,O1,Supplier A,20.200568244795186,20.198386748576937,49.74814019911963,49.75565160757008,20.002901662561683,43.98213950287383,None,Pass
P04288,2026-02-05,A,M4,O2,Supplier B,19.957692348593632,19.95843056450728,49.950475913048365,49.96466807580345,23.032523561392264,42.49014415947104,None,Pass
P04289,2026-01-28,A,M4,O1,Supplier A,19.999196438603658,19.985088202240323,49.861644562142914,49.856063920678096,21.375192233085265,42.87534099527606,None,Pass
P04290,2026-02-02,B,M2,O3,Supplier C,20.008072108776336,19.992519998984942,49.97932939499299,49.98217665425014,21.93467773892876,42.7203290206986,None,Pass
P04291,2026-01-28,C,M1,O2,Supplier A,20.004103614179993,20.01663350623874,49.98599334629852,49.98873180017802,20.74960053262679,40.89686711579452,None,Pass
P04292,2026-01-22,B,M4,O3,Supplier A,20.03175573240081,20.031953570891865,50.1019119169959,50.12331953190924,21.67461776718771,44.76630329879203,None,Pass
P04293,2026-02-04,B,M2,O1,Supplier B,19.962642541587215,19.939679353024857,49.82028769043685,49.80660118422653,21.800026918567116,43.231354562959844,None,Pass
P04294,2026-01-11,C,M1,O1,Supplier C,19.988338476492487,19.98714689657314,49.996726259536324,49.98852078753683,23.08777458976135,43.073768744636816,None,Pass
P04295,2026-02-07,B,M4,O1,Supplier B,20.005384273566783,20.002481649225636,49.7949915631672,49.79952383135648,23.23367655755012,46.56538217926016,None,Pass
P04296,2026-02-06,C,M4,O1,Supplier A,20.023240727244495,20.033539743427077,49.790446501260845,49.786987426494804,22.627843551152825,44.74294032579302,None,Pass
P04297,2026-01-12,A,M2,O3,Supplier C,20.011148703934303,20.031613803058757,49.960025869136196,49.97284484321845,24.604097391143963,45.81154626700516,None,Pass
P04298,2026-02-25,B,M4,O3,Supplier B,20.01547564422592,20.018822779001116,50.05280676068115,50.07158572823671,19.55854309437903,44.52536606358741,None,Pass
P04299,2026-03-03,A,M1,O3,Supplier A,19.959862456396746,19.973536060256865,50.08604106963182,50.09022159965374,20.63133510464225,42.631412198945895,None,Pass
P04300,2026-02-18,B,M1,O1,Supplier C,19.974747658496625,19.974688472895224,50.06073161635593,50.054285424179646,22.572287972954992,45.221449486284165,None,Pass
P04301,2026-03-02,C,M2,O1,Supplier A,20.03807888772201,20.034950475337787,49.99414528938411,49.97848853692034,20.013781308954734,43.77267187028612,Surface finish,Fail
P04302,2026-03-01,B,M3,O2,Supplier C,20.193284506218877,20.191624362579038,50.036684438135,50.032272913165244,19.15744756003135,44.834268669955726,None,Pass
P04303,2026-02-18,B,M1,O3,Supplier C,20.00957916304846,20.015969917746368,49.947522453332915,49.9290138570627,23.12411889364067,41.87139342832507,None,Pass
P04304,2026-01-26,A,M1,O1,Supplier B,19.93984958568767,19.93666285190266,49.88808408689161,49.88394488535803,19.08667522917277,41.715002208038285,None,Pass
P04305,2026-01-17,C,M3,O1,Supplier C,20.240867566633597,20.23579775144728,49.89358656505187,49.90237020488015,23.348733243016017,43.849625397405,None,Pass
P04306,2026-02-24,B,M4,O3,Supplier B,20.051589658246506,20.05697701621631,49.97105606860171,49.9642026958915,21.077267725712268,43.0542402310805,None,Pass
P04307,2026-02-03,A,M3,O2,Supplier B,20.22991440134054,20.23319076845918,49.90492425354785,49.91663541070852,23.14985757801867,46.30613895436984,None,Pass
P04308,2026-02-17,C,M4,O2,Supplier A,20.020830694524353,20.015029550144547,50.199006244937586,50.209787560416814,25.14060079000408,45.900795578295394,None,Pass
P04309,2026-02-27,B,M4,O2,Supplier A,20.0249130205652,20.022712629200583,49.92209179825401,49.918458031749715,21.629595897333655,44.17002116939861,None,Pass
P04310,2026-03-02,B,M3,O2,Supplier C,20.212612256825825,20.21620455685515,49.76604774762331,49.77967036067207,20.057071709691076,42.62390987427809,None,Pass
P04311,2026-02-14,A,M3,O2,Supplier C,20.16131320406039,20.165885897220104,50.08331854347208,50.08929272417013,23.362362455201055,44.27546564663446,Burr,Fail
P04312,2026-01-22,A,M4,O3,Supplier B,20.01183856326122,20.015963631317337,50.087125015276186,50.10281789947438,21.670644569945,45.01871972527432,None,Pass
P04313,2026-01-09,C,M2,O3,Supplier A,19.97761250625127,19.97675326423671,50.01009845917266,50.008653159949674,23.37630373105142,43.618459913963804,Taper,Fail
P04314,2026-02-22,B,M1,O1,Supplier A,19.99739247337081,19.998337918762342,50.001667731747396,50.010751116082254,21.195857321253474,43.249532159299264,None,Pass
P04315,2026-01-06,C,M4,O1,Supplier A,19.980845254854458,19.980914906701713,49.96939285915369,49.945220459278964,23.72034936255251,43.55966759198732,None,Pass
